doc_idx,filename,category,snippet_text
204,BICYCLETHERAPEUTICSPLC_03_10_2020-EX-10.11-SERVICE AGREEMENT.PDF,Parties,"['\'\'Employee""', 'NIGEL CROCKETT', 'Company', 'BICYCLETX LIMITED']"
204,BICYCLETHERAPEUTICSPLC_03_10_2020-EX-10.11-SERVICE AGREEMENT.PDF,Agreement Date,['26 September 2019']
204,BICYCLETHERAPEUTICSPLC_03_10_2020-EX-10.11-SERVICE AGREEMENT.PDF,Effective Date,['26 September 2019']
204,BICYCLETHERAPEUTICSPLC_03_10_2020-EX-10.11-SERVICE AGREEMENT.PDF,Expiration Date,['Your employment shall commence on 26  September 2019 and shall continue unless and until either party gives notice to the other in accordance with paragraph 11 below.']
205,NYLIACVARIABLEANNUITYSEPARATEACCOUNTIII_04_10_2020-EX-99.8.KK-SERVICE AGREEMENT.PDF,Parties,"['FIDELITY INVESTMENTS INSTITUTIONAL OPERATIONS COMPANY, INC.', 'FIIOC', 'Company', 'NEW YORK LIFE INSURANCE AND ANNUITY CORPORATION']"
205,NYLIACVARIABLEANNUITYSEPARATEACCOUNTIII_04_10_2020-EX-99.8.KK-SERVICE AGREEMENT.PDF,Agreement Date,"['1st day of January, 1998']"
205,NYLIACVARIABLEANNUITYSEPARATEACCOUNTIII_04_10_2020-EX-99.8.KK-SERVICE AGREEMENT.PDF,Effective Date,"['1st day of January, 1998']"
205,NYLIACVARIABLEANNUITYSEPARATEACCOUNTIII_04_10_2020-EX-99.8.KK-SERVICE AGREEMENT.PDF,Expiration Date,"[""This Agreement shall terminate immediately and automatically upon the termination of Company's Participation Agreement(s) with the Funds, and in such event no notice need be given hereunder.""]"
206,RISEEDUCATIONCAYMANLTD_04_17_2020-EX-4.23-SERVICE AGREEMENT.PDF,Parties,"['[•]', 'Service Recipient', 'Rise (Tianjin) Education Information Consulting Co., Ltd.', 'Service Provider']"
206,RISEEDUCATIONCAYMANLTD_04_17_2020-EX-4.23-SERVICE AGREEMENT.PDF,Agreement Date,['[Date]']
206,RISEEDUCATIONCAYMANLTD_04_17_2020-EX-4.23-SERVICE AGREEMENT.PDF,Effective Date,['This Agreement shall be effective as of the date set forth above in this Agreement.']
206,RISEEDUCATIONCAYMANLTD_04_17_2020-EX-4.23-SERVICE AGREEMENT.PDF,Expiration Date,['The term of this Agreement shall be five (5) years.']
206,RISEEDUCATIONCAYMANLTD_04_17_2020-EX-4.23-SERVICE AGREEMENT.PDF,Renewal Term,"['This Agreement shall be renewed automatically for another five (5) years upon the expiration unless the Parties confirm, in writing, the termination of this Agreement.']"
207,OPERALTD_04_30_2020-EX-4.14-SERVICE AGREEMENT.PDF,Parties,"['PC Financial Services Private Limited', 'PC Financial and Mobimagic are individually referred to herein each as a ""Party"" and collectively as the ""Parties.""', 'Mobimagic Co., Ltd.', 'PC Financial', 'Mobimagic']"
207,OPERALTD_04_30_2020-EX-4.14-SERVICE AGREEMENT.PDF,Agreement Date,['April. 1st 2019']
207,OPERALTD_04_30_2020-EX-4.14-SERVICE AGREEMENT.PDF,Effective Date,['April. 1st 2019']
207,OPERALTD_04_30_2020-EX-4.14-SERVICE AGREEMENT.PDF,Expiration Date,"['The Agreement shall commence on the Effective Date and continue in effect for the Service Period, unless terminated earlier as provided in this Section.', '""Service Period"" means April. 1st 2019 through to March 30, 2020<omitted>The Agreement shall commence on the Effective Date and continue in effect for the Service Period, unless terminated earlier as provided in this Section.']"
207,OPERALTD_04_30_2020-EX-4.14-SERVICE AGREEMENT.PDF,Renewal Term,"['knowingly use the Services in violation of this Agreement.<omitted>4.7 Data protection. Each Party agrees to comply with all applicable data protection and privacy laws arising from its obligations, if any, under the Agreement and to reasonably co-operate with the other Party in order to allow the other Party to comply with any laws as deemed necessary from time to time. Each Party shall treat all data, information relating to Services, including but not limit to the customer personal data, as confidential. Each party warrants that it shall take appropriate technical and organizational measures against unauthorized or unlaw', 'knowingly use the Services in violation of this Agreement. 3\n\n\n\n\n\n4.7 Data protection. Each Party agrees to comply with all applicable data protection and privacy laws arising from its obligations, if any, under the Agreement and to reasonably co-operate with the other Party in order to allow the other Party to comply with any laws as deemed necessary from time to time. Each Party shall treat all data, information relating to Services, including but not limit to the customer personal data, as confidential. Each party warrants that it shall take appropriate technical and organizational measures against unauthorized or unlaw']"
208,"SOLUTIONSVENDINGINTERNATIONAL,INC_03_31_2020-EX1A-1 UNDR AGMT-SERVICES AGREEMENT.PDF",Parties,"['Solutions Vending International, Inc', 'Company', '""Customer"" or ""you""', 'StartEngine Crowdfunding, Inc.']"
208,"SOLUTIONSVENDINGINTERNATIONAL,INC_03_31_2020-EX1A-1 UNDR AGMT-SERVICES AGREEMENT.PDF",Agreement Date,['08/19/2019']
208,"SOLUTIONSVENDINGINTERNATIONAL,INC_03_31_2020-EX1A-1 UNDR AGMT-SERVICES AGREEMENT.PDF",Effective Date,"['This Services Agreement (""Services Agreement"" or ""Agreement"") is entered into as of the date noted below (the ""Effective Date"") between StartEngine Crowdfunding, Inc., a Delaware corporation (""Company""), and Solutions Vending International, Inc a ___ DE corporation (""Customer"" or ""you"").<omitted>08/19/2019']"
208,"SOLUTIONSVENDINGINTERNATIONAL,INC_03_31_2020-EX1A-1 UNDR AGMT-SERVICES AGREEMENT.PDF",Expiration Date,"['Subject to earlier termination as provided below, this Service Agreement is for the total duration of the Company\'s Offering (the ""Initial Term"") unless either party requests termination at least 30 days prior to the end of the then-current term.']"
209,"THERAVANCEBIOPHARMA,INC_05_08_2020-EX-10.2-SERVICE AGREEMENT.PDF",Parties,"['Executive', 'Employer', 'Brett Haumann', 'Theravance Biopharma UK Limited']"
209,"THERAVANCEBIOPHARMA,INC_05_08_2020-EX-10.2-SERVICE AGREEMENT.PDF",Agreement Date,"['1 April, 2020']"
209,"THERAVANCEBIOPHARMA,INC_05_08_2020-EX-10.2-SERVICE AGREEMENT.PDF",Effective Date,['1 April 2020']
209,"THERAVANCEBIOPHARMA,INC_05_08_2020-EX-10.2-SERVICE AGREEMENT.PDF",Expiration Date,"[""The Executive's employment with the Company will commence on the Commencement Date and shall continue, subject to the remaining terms of this Agreement, until terminated by either party giving the other the following minimum advance written notice: 2.1.1 6 weeks' notice;\n\n2.1.2 such other longer period as required by law.""]"
210,DOMINIADVISORTRUST_02_18_2005-EX-99.(H)(2)-SPONSORSHIP AGREEMENT.PDF,Parties,"['Domini Social Investments LLC', 'Domini Advisor Trust', '""Domini"" or the ""Sponsor""', 'Trust']"
210,DOMINIADVISORTRUST_02_18_2005-EX-99.(H)(2)-SPONSORSHIP AGREEMENT.PDF,Agreement Date,"['February 4, 2005']"
210,DOMINIADVISORTRUST_02_18_2005-EX-99.(H)(2)-SPONSORSHIP AGREEMENT.PDF,Effective Date,"['February 4, 2005<omitted>This Agreement shall become effective as of the day and year first above written and shall govern the relations between the parties hereto thereafter, unless terminated as set forth in this Section 6.']"
210,DOMINIADVISORTRUST_02_18_2005-EX-99.(H)(2)-SPONSORSHIP AGREEMENT.PDF,Expiration Date,"['This Agreement shall become effective as of the day and year first above written and shall govern the relations between the parties hereto thereafter, unless terminated as set forth in this Section 6.']"
211,"CANOPETROLEUM,INC_12_13_2007-EX-10.1-Sponsorship Agreement.PDF",Parties,"['Sponsor', 'R. C. Boyd Enterprises, LLC', '""Cano', 'Cano Petroleum, Inc.', 'Boyd', 'Company']"
211,"CANOPETROLEUM,INC_12_13_2007-EX-10.1-Sponsorship Agreement.PDF",Agreement Date,"['5th day of December, 2007']"
211,"CANOPETROLEUM,INC_12_13_2007-EX-10.1-Sponsorship Agreement.PDF",Effective Date,"['This Agreement is executed in duplicate on the 5th day of December, 2007, in Fort Worth, Tarrant County, Texas, to be effective January 1, 2008.']"
211,"CANOPETROLEUM,INC_12_13_2007-EX-10.1-Sponsorship Agreement.PDF",Expiration Date,"['The term of this Agreement shall be one (1) year, commencing January 1, 2008 and ending on December 31, 2008.']"
212,"HALITRON,INC_03_01_2005-EX-10.15-SPONSORSHIP AND DEVELOPMENT AGREEMENT.PDF",Parties,"['TDA', 'RICK SMITH ENTERPRISES', 'Smith', 'TEKNIK DIGITAL ARTS INC.']"
212,"HALITRON,INC_03_01_2005-EX-10.15-SPONSORSHIP AND DEVELOPMENT AGREEMENT.PDF",Agreement Date,"['August 6, 2004']"
212,"HALITRON,INC_03_01_2005-EX-10.15-SPONSORSHIP AND DEVELOPMENT AGREEMENT.PDF",Effective Date,"['August 6, 2004']"
212,"HALITRON,INC_03_01_2005-EX-10.15-SPONSORSHIP AND DEVELOPMENT AGREEMENT.PDF",Expiration Date,"['The term of this Agreement (the ""Term"") shall commence on the Effective Date and terminate at the end of the Exclusivity Period (i.e., a three (3) year period commencing on the Effective Date).']"
213,GAINSCOINC_01_21_2010-EX-10.41-SPONSORSHIP AGREEMENT.PDF,Parties,"['Sponsor', 'GAINSCO, INC.', 'Stallings Capital Group Consultants, Ltd.', 'Racing']"
213,GAINSCOINC_01_21_2010-EX-10.41-SPONSORSHIP AGREEMENT.PDF,Agreement Date,"['January 1, 2010']"
213,GAINSCOINC_01_21_2010-EX-10.41-SPONSORSHIP AGREEMENT.PDF,Effective Date,"['January 1, 2010']"
213,GAINSCOINC_01_21_2010-EX-10.41-SPONSORSHIP AGREEMENT.PDF,Expiration Date,"['Subject to the provisions of Section 14 hereof, the term of this Agreement and the sponsorship described herein shall commence on  January 1, 2010 and extend through December 31, 2010.']"
214,"IPAYMENT,INC_05_14_2007-EX-10.1-SPONSORSHIP AGREEMENT.PDF",Parties,"['Wells Fargo Bank, N.A', 'Bank', 'iPayment, Inc.', 'FDMS', 'First Data Merchant Services Corporation', 'ISO']"
214,"IPAYMENT,INC_05_14_2007-EX-10.1-SPONSORSHIP AGREEMENT.PDF",Agreement Date,"['January 29, 2007']"
214,"IPAYMENT,INC_05_14_2007-EX-10.1-SPONSORSHIP AGREEMENT.PDF",Effective Date,"['January 29, 2007']"
214,"IPAYMENT,INC_05_14_2007-EX-10.1-SPONSORSHIP AGREEMENT.PDF",Expiration Date,"['The initial term of this Agreement shall be four (4) Processing Years commencing on the Effective Date of this Agreement and ending on June 30, 2010 unless']"
214,"IPAYMENT,INC_05_14_2007-EX-10.1-SPONSORSHIP AGREEMENT.PDF",Renewal Term,"['Thereafter, this Agreement shall automatically continue in effect until either party gives the other at least six (6) months prior written notice of termination.']"
214,"IPAYMENT,INC_05_14_2007-EX-10.1-SPONSORSHIP AGREEMENT.PDF",Notice Period To Terminate Renewal,"['Thereafter, this Agreement shall automatically continue in effect until either party gives the other at least six (6) months prior written notice of termination.']"
215,LOOKSMARTLTD_07_20_2012-EX-99.(D)(I)-SPONSORSHIP AGREEMENT.PDF,Parties,"['Purchaser', 'Sponsor', 'Platinum Partners Value Arbitrage Fund L.P.', 'Snowy August Fund I LP', 'PEEK Investments LLC', 'each other party hereto identified on the signature  page(s) hereto']"
215,LOOKSMARTLTD_07_20_2012-EX-99.(D)(I)-SPONSORSHIP AGREEMENT.PDF,Agreement Date,"['July 16, 2012']"
215,LOOKSMARTLTD_07_20_2012-EX-99.(D)(I)-SPONSORSHIP AGREEMENT.PDF,Effective Date,"['July 16, 2012<omitted>THIS SPONSORSHIP AGREEMENT (""Agreement"") is entered into and effective as of the date first written above (""Effective Date"") by  and among PEEK Investments LLC, a Delaware limited liability company (""Purchaser""), and each other party hereto identified on the signature  page(s) hereto (each, a ""Sponsor"").']"
215,LOOKSMARTLTD_07_20_2012-EX-99.(D)(I)-SPONSORSHIP AGREEMENT.PDF,Expiration Date,"['This Agreement shall automatically terminate at and as of (the first to occur of): (a) 12:00 midnight, New York City time,  on the 30th day after the Effective Date (if Purchaser has not commenced the Offer, with the unanimous consent of the Sponsors, by then); (b) the  expiration of the Offer (if the Offer is not consummated pursuant to the terms of the Offer), subject to any extension or subsequent offering period;  and (c) the expiration of the Interim Period (if the Offer is consummated pursuant to the terms of the Offer), in any case, unless sooner terminated  by unanimous written consent of the Participating Sponsors; provided, however, that any liability for failure to comply with this Agreement shall  survive any such termination.']"
216,STAMPSCOMINC_06_24_1999-EX-10.18-SPONSORSHIP AGREEMENT.PDF,Parties,"['Client', 'Intuit', 'Stamps.com Inc.', 'Intuit Inc.']"
216,STAMPSCOMINC_06_24_1999-EX-10.18-SPONSORSHIP AGREEMENT.PDF,Agreement Date,"['14th day of May, 1999']"
216,STAMPSCOMINC_06_24_1999-EX-10.18-SPONSORSHIP AGREEMENT.PDF,Effective Date,"['14th day of May, 1999']"
216,STAMPSCOMINC_06_24_1999-EX-10.18-SPONSORSHIP AGREEMENT.PDF,Expiration Date,"['Unless otherwise terminated as specified in this Section 12, the      ----      term of this Agreement shall begin on the Effective Date and will not end      until the later of (a) twelve (12) months from the Launch Date; or (2) the      date Intuit displays a total of 176,717,916 Impressions in accordance with      the terms set forth herein (""Term"").']"
217,VIOLINMEMORYINC_12_12_2012-EX-10.14-SPONSORSHIP AGREEMENT.PDF,Parties,"['Sponsor', 'Forty Niners SC', 'Violin Memory, Inc.', 'Forty Niners SC Stadium Company LLC', 'For purposes of this Agreement, Forty Niners SC and Sponsor may each be referred to individually as a ""Party"" and may be collectively referred to as the ""Parties.""']"
217,VIOLINMEMORYINC_12_12_2012-EX-10.14-SPONSORSHIP AGREEMENT.PDF,Agreement Date,"['June 13, 2012']"
217,VIOLINMEMORYINC_12_12_2012-EX-10.14-SPONSORSHIP AGREEMENT.PDF,Effective Date,"['June 13, 2012']"
217,VIOLINMEMORYINC_12_12_2012-EX-10.14-SPONSORSHIP AGREEMENT.PDF,Expiration Date,"['This Agreement shall commence on the ""Effective Date"" and shall continue for ten (10) Contract Years, unless terminated in accordance with the provisions of Section 6 of this Agreement or extended by renewal by written agreement of the Parties in accordance with the provisions of Section 13(o) of this Agreement (the ""Term"").']"
218,XYBERNAUTCORP_07_12_2002-EX-4-SPONSORSHIP AGREEMENT.PDF,Parties,"['XYBERNAUT CORPORATION', 'AJR', 'XC', 'ALEX JOB RACING, INC.']"
218,XYBERNAUTCORP_07_12_2002-EX-4-SPONSORSHIP AGREEMENT.PDF,Agreement Date,"['May 1, 2002']"
218,XYBERNAUTCORP_07_12_2002-EX-4-SPONSORSHIP AGREEMENT.PDF,Expiration Date,"['Subject to earlier termination as provided for herein, the term of this Agreement  shall commence as of the date hereof and shall  terminate at the end of the Season which is scheduled to end on October 12, 2002 (the ""Term"").']"
219,"CURAEGISTECHNOLOGIES,INC_05_26_2010-EX-1-CORPORATE SPONSORSHIP AGREEMENT.PDF",Parties,"['Torvec', 'Vendor', 'Phoenix Performance, LLC', 'Torvec Inc.']"
219,"CURAEGISTECHNOLOGIES,INC_05_26_2010-EX-1-CORPORATE SPONSORSHIP AGREEMENT.PDF",Agreement Date,"['May 18, 2010']"
219,"CURAEGISTECHNOLOGIES,INC_05_26_2010-EX-1-CORPORATE SPONSORSHIP AGREEMENT.PDF",Effective Date,"['May 18, 2010']"
219,"CURAEGISTECHNOLOGIES,INC_05_26_2010-EX-1-CORPORATE SPONSORSHIP AGREEMENT.PDF",Expiration Date,"['The term of this Agreement (the ""Term"") shall commence on the Effective Date and conclude on October 31, 2010, unless renewed by  agreement or sooner terminated in accordance with this Agreement.']"
220,DRKOOPCOMINC_04_21_1999-EX-10.28-SPONSORSHIP AGREEMENT.PDF,Parties,"['Vitamin Shoppe Industries, Inc.', 'Sponsor', 'drkoop.com', 'drkoop.com, inc']"
220,DRKOOPCOMINC_04_21_1999-EX-10.28-SPONSORSHIP AGREEMENT.PDF,Agreement Date,"['11th day of March, 1999']"
220,DRKOOPCOMINC_04_21_1999-EX-10.28-SPONSORSHIP AGREEMENT.PDF,Expiration Date,"['If the Launch Date has not occurred by August 31, 1999, Sponsor shall, in its sole discretion, be entitled to terminate this Agreement without any liability and receive a full refund of all amounts paid by Sponsor to drkoop.com pursuant to this Agreement prior to the date of such termination.', 'The initial term (the ""Initial Term""; and together with all extensions and renewals, the ""Term"") will begin on the date set forth above * * * (the ""Launch Date"") on which: (i) each of the Sponsor Areas of the drkoop.com Website are operational in accordance with the terms of this Agreement (other than the e-commerce tile placements); and (ii) the links to the<omitted>Sponsor Website or Vitamin Buzz contained in the Sponsor logos or the Sponsor banner advertisements are established in accordance with the terms of this Agreement, subject to earlier termination as set forth in this Agreement.']"
221,GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.PDF,Parties,"['Excite', 'Excite, Inc.', 'Client', 'CyberShop']"
221,GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.PDF,Agreement Date,"['31st day of March, 1998']"
221,GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.PDF,Effective Date,"['31st day of March, 1998']"
221,GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.PDF,Expiration Date,"['In the event that Excite has not delivered XXXXXXXXXXXXXXXX             clickthroughs to the Client Site by the end of twelve (12) months             after the Launch Date, the first year of the term of the Agreement             will be extended without additional sponsorship and advertising fees             for up to an additional four (4) months.', ""The term of this Agreement will begin on the Launch Date and will             not end until Excite displays of a total of XXXXXXXXXXXXX             impressions of Client's advertising banners and promotional             placements on the Excite Site and Excite has made reasonable             commercial efforts to deliver, at minimum, a goal of XXXXXXXX             clickthroughs to the Client Site."", ""Regardless of Excite's actual             delivery of impressions and clickthroughs, the term of this             Agreement will not be shorter than two (2) years after the display             of the first of Client's advertising banners and promotional             placements, subject to the termination rights set forth below.""]"
222,IVILLAGEINC_03_17_1999-EX-10.16-SPONSORSHIP AGREEMENT.PDF,Parties,"['iVillage, Inc.', 'FMM and iVillage may be referred to generically as a ""Party"", or collectively as ""Parties"".', 'iVillage', 'FMM', 'Ford Motor Media']"
222,IVILLAGEINC_03_17_1999-EX-10.16-SPONSORSHIP AGREEMENT.PDF,Agreement Date,"['December 18, 1998']"
222,IVILLAGEINC_03_17_1999-EX-10.16-SPONSORSHIP AGREEMENT.PDF,Expiration Date,"['The initial production period shall be for a period of two (2) months to commence on November 4, 1998 (the ""Production Period""), and the remaining term of this Agreement shall be for a period of twenty four (24) months to commence on the tentative launch date of January 4, 1999, unless terminated earlier as provided herein (the ""Promotion Period""), (The Production Period and the Promotion Period shall be collectively referred to as the ""Initial Term"").']"
222,IVILLAGEINC_03_17_1999-EX-10.16-SPONSORSHIP AGREEMENT.PDF,Renewal Term,"['The Parties agree that prior to July 1, 2000, iVillage will provide FMM with the opportunity to renew this Agreement (the ""Renewal Term"") on terms set forth in a proposal (the ""Proposal) to be presented to FMM. FMM shall indicate its acceptance or rejection of the Proposal no later than August 31, 2000. If iVillage does not receive FMM\'s acceptance or rejection of the Proposal by August 31, 2000, iVillage may interpret FMM\'s non response as a rejection of the Proposal.']"
223,LOGANSROADHOUSEINC_03_27_1998-EX-10.17-SPONSORSHIP AGREEMENT.PDF,Parties,"['(""Logan\'s""', 'SRP', 'Southern Racing Promotions, Inc.', ""Logan's Roadhouse, Inc.,""]"
223,LOGANSROADHOUSEINC_03_27_1998-EX-10.17-SPONSORSHIP AGREEMENT.PDF,Agreement Date,"['24th day of February, 1998,']"
223,LOGANSROADHOUSEINC_03_27_1998-EX-10.17-SPONSORSHIP AGREEMENT.PDF,Expiration Date,"['The term of this Agreement shall commence on the date hereof  and, unless terminated as provided herein, shall continue through November 30, 1998.']"
224,MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP AGREEMENT.PDF,Parties,"['FNW', 'Sponsor', 'FOOTBALL NORTHWEST LLC', 'MERCATA, Inc.']"
224,MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP AGREEMENT.PDF,Agreement Date,"['July 12, 1999']"
224,MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP AGREEMENT.PDF,Effective Date,"['July 19, 1999']"
224,MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP AGREEMENT.PDF,Expiration Date,"['The term of this Agreement shall commence on July 19, 1999 and shall    ----    thereafter continue until all above described Sponsor benefits are completed,    but in no event beyond the end of the 1999 season (the ""Term"").']"
225,HYDRONTECHNOLOGIESINC_03_31_1997-EX-10.47-SPONSORSHIP AGREEMENT.PDF,Parties,"['Hydron', 'MIAMI DOLPHINS, LTD.', 'Dolphins', 'HYDRON TECHNOLOGIES, INC.']"
225,HYDRONTECHNOLOGIESINC_03_31_1997-EX-10.47-SPONSORSHIP AGREEMENT.PDF,Agreement Date,"['1st day of January, 1997']"
225,HYDRONTECHNOLOGIESINC_03_31_1997-EX-10.47-SPONSORSHIP AGREEMENT.PDF,Effective Date,"['1st day of January, 1997']"
225,HYDRONTECHNOLOGIESINC_03_31_1997-EX-10.47-SPONSORSHIP AGREEMENT.PDF,Expiration Date,"['If Hydron does not timely exercise its right to terminate this Agreement, then Hydron agrees that this Agreement shall continue for the entire four (4) year term unless earlier terminated pursuant to Section 8 of this Agreement.']"
226,N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT.PDF,Parties,"['Excite', 'Sponsor', 'Excite, Inc.', 'N2K Inc.']"
226,N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT.PDF,Agreement Date,"['23rd day of September, 1997']"
226,N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT.PDF,Effective Date,"['23rd day of September, 1997']"
226,N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT.PDF,Expiration Date,['The term of this Agreement will begin on the Effective Date and                  will end on the second (2nd) anniversary of the Commencement                  Date.']
227,"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.PDF",Parties,"['RMF Empire, Inc. DBA West Coast Customs', 'Bosch International, LLC / XLI Technologies, Inc.', 'WCC', 'XLI']"
227,"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.PDF",Agreement Date,"['December 1st, 2015']"
227,"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.PDF",Effective Date,"['December 1st, 2015']"
227,"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.PDF",Expiration Date,"['Unless earlier terminated, this Agreement shall take effect on December 1st, 2015 and shall expire on November 30, 2016.']"
228,VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT.PDF,Parties,"['Excite', 'Excite, Inc.', 'Client', 'Vitamin Shoppe Industries Inc.']"
228,VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT.PDF,Agreement Date,['23rd day of September 1998']
228,VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT.PDF,Effective Date,['23rd day of September 1998']
228,VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT.PDF,Expiration Date,"['Unless terminated earlier in accordance with the                           specific terms of this Agreement, the term of this                           Agreement will begin on the Launch Date and will not                           end until Excite displays a total of [*****]                           impressions of the Client advertising banners and                           promotional placements on the Excite Network as                           described in this Agreement and pushes [*****]                           emails using the email vehicles specified in Exhibit                           B']"
229,ASPIRITYHOLDINGSLLC_05_07_2012-EX-10.6-OUTSOURCING AGREEMENT.PDF,Parties,"['Twin Cities Power Holdings, LLC', 'Company', 'Contractor', 'Redwater LLC']"
229,ASPIRITYHOLDINGSLLC_05_07_2012-EX-10.6-OUTSOURCING AGREEMENT.PDF,Agreement Date,"['this  day of , 2012']"
229,ASPIRITYHOLDINGSLLC_05_07_2012-EX-10.6-OUTSOURCING AGREEMENT.PDF,Effective Date,"['this  day of , 2012<omitted>This Agreement shall become effective as of the date first set forth above, and shall  continue in full force and effect until terminated as provided below.']"
229,ASPIRITYHOLDINGSLLC_05_07_2012-EX-10.6-OUTSOURCING AGREEMENT.PDF,Expiration Date,"[""The services described herein to be provided by Agency shall begin upon execution and delivery of the  Outsourcing Agreement and shall continue until termination of Contractor's activities to administer the Notes thereunder."", 'This Agreement shall become effective as of the date first set forth above, and shall  continue in full force and effect until terminated as provided below.']"
230,BNLFINANCIALCORP_03_30_2007-EX-10.8-OUTSOURCING AGREEMENT.PDF,Parties,"['Virtual Item Processing Systems, Inc.', 'BNL', 'VIP', 'Brokers National Life Assurance Company']"
230,BNLFINANCIALCORP_03_30_2007-EX-10.8-OUTSOURCING AGREEMENT.PDF,Agreement Date,['1 st  day of May 2006']
230,BNLFINANCIALCORP_03_30_2007-EX-10.8-OUTSOURCING AGREEMENT.PDF,Effective Date,"['The initial term (""Initial Term"") of this Agreement shall be for one year commencing on the 1st day of May, 2006 (""Effective Date"").']"
230,BNLFINANCIALCORP_03_30_2007-EX-10.8-OUTSOURCING AGREEMENT.PDF,Expiration Date,"['The initial term (""Initial Term"") of this Agreement shall be for one year commencing on the 1st day of May, 2006 (""Effective Date"").']"
230,BNLFINANCIALCORP_03_30_2007-EX-10.8-OUTSOURCING AGREEMENT.PDF,Renewal Term,"['Unless either party gives written notice to terminate this Agreement at least six (6) months prior to the end of said Initial Term, this Agreement shall continue on a year to year basis (""Extended Term(s)"") until terminated by either party by giving written notice of termination thereof to the other party at least six (6) months prior to the end of the then current Extended Term.']"
230,BNLFINANCIALCORP_03_30_2007-EX-10.8-OUTSOURCING AGREEMENT.PDF,Notice Period To Terminate Renewal,"['Unless either party gives written notice to terminate this Agreement at least six (6) months prior to the end of said Initial Term, this Agreement shall continue on a year to year basis (""Extended Term(s)"") until terminated by either party by giving written notice of termination thereof to the other party at least six (6) months prior to the end of the then current Extended Term.']"
231,CCAINDUSTRIESINC_04_14_2014-EX-10.1-OUTSOURCING AGREEMENT.PDF,Parties,"['CCA Industries, Inc.', 'Emerson HealthCare, LLC', 'Company', 'Contractor']"
231,CCAINDUSTRIESINC_04_14_2014-EX-10.1-OUTSOURCING AGREEMENT.PDF,Agreement Date,"['January 20, 2014']"
231,CCAINDUSTRIESINC_04_14_2014-EX-10.1-OUTSOURCING AGREEMENT.PDF,Effective Date,"['This agreement shall commence on January 20, 2014 (the ""Effective Date"") and shall continue in effect for six (6) months (the ""Initial Term"").']"
231,CCAINDUSTRIESINC_04_14_2014-EX-10.1-OUTSOURCING AGREEMENT.PDF,Expiration Date,"['This agreement shall commence on January 20, 2014 (the ""Effective Date"") and shall continue in effect for six (6) months (the ""Initial Term"").']"
231,CCAINDUSTRIESINC_04_14_2014-EX-10.1-OUTSOURCING AGREEMENT.PDF,Renewal Term,"[""This agreement shall automatically renew for successive six (6) month periods unless written notice is provided of either party's intent not to renew at least six (6) months before the end of the then-current term.""]"
231,CCAINDUSTRIESINC_04_14_2014-EX-10.1-OUTSOURCING AGREEMENT.PDF,Notice Period To Terminate Renewal,"[""This agreement shall automatically renew for successive six (6) month periods unless written notice is provided of either party's intent not to renew at least six (6) months before the end of the then-current term.""]"
232,ELANDIAINTERNATIONALINC_04_25_2007-EX-10.21-Outsourcing Agreement.PDF,Parties,"['DATEC (PNG) LIMITED', 'Bank of South Pacific Ltd', 'BANK OF SOUTH PACIFIC LIMITED', 'PNG', 'Datec PNG Limited', 'BSP', 'Datec']"
232,ELANDIAINTERNATIONALINC_04_25_2007-EX-10.21-Outsourcing Agreement.PDF,Agreement Date,['The commencement date for this contract will be 16th June 2004.']
232,ELANDIAINTERNATIONALINC_04_25_2007-EX-10.21-Outsourcing Agreement.PDF,Effective Date,['The commencement date for this contract will be 16th June 2004.']
232,ELANDIAINTERNATIONALINC_04_25_2007-EX-10.21-Outsourcing Agreement.PDF,Expiration Date,['The initial term of the contracted agreement is 5 years from the commencement date.']
232,ELANDIAINTERNATIONALINC_04_25_2007-EX-10.21-Outsourcing Agreement.PDF,Renewal Term,['The BSP then have the option to renew the agreement for another 5 years subject to any restructuring of the agreement as required by the parties.']
